,Target,ra[rad],dec[rad],ra[h:m:s],dec[d:m:s],ObservationTimeAtGaia[UTC],CcdRow[1-7],zetaFieldAngle[rad],scanAngle[rad],Fov[FovP=preceding/FovF=following],parallaxFactorAlongScan,parallaxFactorAcrossScan,ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
739,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T15:41:20.671,3,0.003225686443016973,0.04034117890745762,FOV2,-0.3535843851915341,0.7233328696765841,2457905.15835033
740,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T15:41:25.526,3,0.003224475825146876,0.040344957854481896,FOV2,-0.35358640756074355,0.7233321220661031,2457905.158406524
741,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T15:41:30.381,3,0.0032232651974690787,0.040348736798291325,FOV2,-0.35358842992719974,0.7233313744511468,2457905.1584627177
742,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T15:41:35.237,3,0.00322205455994478,0.04035251573887388,FOV2,-0.35359045229089314,0.7233306268317197,2457905.158518912
743,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T15:41:40.092,3,0.0032208439125400324,0.040356294676219095,FOV2,-0.35359247465181676,0.7233298792078253,2457905.1585751055
744,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T15:41:44.947,3,0.0032196332552270916,0.040360073610318306,FOV2,-0.3535944970099635,0.7233291315794673,2457905.1586312996
745,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T15:41:49.802,3,0.003218422587982779,0.04036385254116284,FOV2,-0.35359651936532843,0.7233283839466483,2457905.1586874938
746,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T15:41:54.658,3,0.0032172119107897897,0.040367631468747785,FOV2,-0.35359854171790706,0.7233276363093697,2457905.1587436874
747,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:54:45.088,4,-0.0006135809358292536,0.05215903257279039,FOV1,-0.35990388943977514,0.7209699353339027,2457905.3343226016
748,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:54:55.781,4,-0.0006163151359382523,0.052167332932836166,FOV1,-0.3599083244816609,0.7209682582010485,2457905.334446366
749,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:55:00.637,4,-0.0006175565990679397,0.052171101657244076,FOV1,-0.35991033818193124,0.7209674967016948,2457905.3345025606
750,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:55:05.492,4,-0.000618798071900487,0.05217487037840104,FOV1,-0.35991235187946535,0.7209667351979313,2457905.334558755
751,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:55:10.347,4,-0.0006200395543768318,0.052178639096327084,FOV1,-0.3599143655742782,0.7209659736897509,2457905.3346149493
752,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:55:15.203,4,-0.0006212810464472938,0.05218240781103853,FOV1,-0.35991637926638154,0.7209652121771477,2457905.334671144
753,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:55:20.058,4,-0.0006225225481429054,0.05218617652252229,FOV1,-0.35991839295576544,0.7209644506601264,2457905.3347273385
754,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:55:24.913,4,-0.0006237640595248979,0.05218994523075865,FOV1,-0.35992040664241637,0.720963689138694,2457905.334783533
755,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T19:55:29.769,4,-0.0006250055806490057,0.052193713935732224,FOV1,-0.35992242032632205,0.7209629276128564,2457905.3348397277
756,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:41:24.177,6,-0.002258295605365922,0.05712314183091859,FOV2,-0.3625554377104395,0.719962532321271,2457905.408384113
757,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:41:30.015,6,-0.0022598039906807366,0.05712766820066174,FOV2,-0.3625578546494636,0.7199616097527058,2457905.4084516834
758,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:41:34.871,6,-0.002261058449684042,0.05713143255170668,FOV2,-0.3625598646933978,0.7199608424938859,2457905.408507878
759,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:41:39.726,6,-0.002262312918387382,0.05713519689947037,FOV2,-0.36256187473459445,0.7199600752306896,2457905.4085640726
760,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:41:44.581,6,-0.0022635673968461737,0.05713896124393697,FOV2,-0.3625638847730413,0.7199593079631227,2457905.4086202676
761,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:41:49.437,6,-0.0022648218851109196,0.05714272558508824,FOV2,-0.3625658948087262,0.7199585406911923,2457905.4086764622
762,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:41:54.292,6,-0.002266076383226712,0.05714648992291061,FOV2,-0.36256790484163864,0.7199577734149022,2457905.408732657
763,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:41:59.147,6,-0.0022673308912338807,0.057150254257390086,FOV2,-0.3625699148717694,0.7199570061342582,2457905.408788852
764,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:42:04.003,6,-0.0022685854091661797,0.057154018588516,FOV2,-0.36257192489911017,0.7199562388492639,2457905.4088450465
765,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-05-31T21:42:08.858,6,-0.002269839937052794,0.05715778291627722,FOV2,-0.36257393492365364,0.7199554715599236,2457905.408901241
766,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:54:59.513,7,-0.006237900018136243,0.06890298933035119,FOV1,-0.36884067152825073,0.7175369465119975,2457905.5844827103
767,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:10.207,7,-0.006240731155567949,0.06891125672050886,FOV1,-0.3688450792969045,0.717535226916574,2457905.5846064766
768,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:15.062,7,-0.006242016632752259,0.06891501047489161,FOV1,-0.3688470806138647,0.7175344461375521,2457905.584662672
769,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:19.918,7,-0.006243302119801914,0.06891876422586737,FOV1,-0.36884908192804805,0.7175336653542543,2457905.584718867
770,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:24.773,7,-0.006244587616670012,0.06892251797345413,FOV1,-0.3688510832394668,0.7175328845666743,2457905.5847750627
771,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:29.628,7,-0.00624587312330276,0.06892627171766937,FOV1,-0.36885308454813337,0.7175321037748054,2457905.584831258
772,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:34.484,7,-0.006247158639643427,0.0689300254585334,FOV1,-0.36885508585406307,0.7175313229786401,2457905.5848874534
773,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:39.339,7,-0.006248444165635675,0.06893377919606578,FOV1,-0.3688570871572694,0.7175305421781708,2457905.5849436484
774,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:44.195,7,-0.006249729701294989,0.06893753293025852,FOV1,-0.3688590884577461,0.7175297613734019,2457905.584999844
775,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-06-01T01:55:49.050,7,-0.006251015246683157,0.06894128666109092,FOV1,-0.3688610897554793,0.7175289805643394,2457905.5850560395
776,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:08.145,7,-0.007004188957643366,-0.44559255265302206,FOV1,0.6794990519316351,0.7200189410976392,2457950.566501418
777,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:18.839,7,-0.00699653454647173,-0.44558842261001685,FOV1,0.6794974485449468,0.7200208921633029,2457950.5666251793
778,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:23.694,7,-0.0069930591117460545,-0.4455865473778887,FOV1,0.6794967205399334,0.7200217780390072,2457950.5666813725
779,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:28.550,7,-0.006989583680512424,-0.4455846721393261,FOV1,0.6794959925370095,0.7200226639183048,2457950.566737565
780,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:33.405,7,-0.006986108252742768,-0.44558279689437513,FOV1,0.6794952645362095,0.7200235498011631,2457950.5667937584
781,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:38.260,7,-0.006982632828410393,-0.445580921643091,FOV1,0.6794945365375713,0.7200244356875466,2457950.566849951
782,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:43.116,7,-0.00697915740748306,-0.4455790463855261,FOV1,0.6794938085411342,0.7200253215774179,2457950.5669061444
783,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:47.971,7,-0.006975681989960177,-0.4455771711216886,FOV1,0.6794930805469025,0.7200262074707725,2457950.566962337
784,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:52.826,7,-0.006972206575872344,-0.4455752958515238,FOV1,0.6794923525548376,0.7200270933676476,2457950.5670185303
785,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T01:32:57.682,7,-0.006968731165246324,-0.44557342057497806,FOV1,0.6794916245649015,0.7200279792680789,2457950.5670747235
786,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:18:47.250,6,-0.0024268126936714354,-0.44311545898789184,FOV2,0.6785413102259169,0.7211896284716878,2457950.640560558
787,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:18:53.089,6,-0.0024226393328741383,-0.4431131938323669,FOV2,0.6785404379869419,0.7211906994371247,2457950.6406281255
788,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:18:57.944,6,-0.0024191685618432453,-0.44311131000920856,FOV2,0.6785397125918488,0.7211915901091881,2457950.6406843183
789,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:19:02.799,6,-0.0024156977942335124,-0.4431094261797542,FOV2,0.6785389871988561,0.7211924807847278,2457950.640740511
790,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:19:07.655,6,-0.0024122270300740304,-0.44310754234394945,FOV2,0.6785382618079262,0.7211933714637802,2457950.6407967038
791,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:19:12.510,6,-0.0024087562693941265,-0.44310565850174155,FOV2,0.6785375364190195,0.7211942621463818,2457950.6408528965
792,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:19:17.365,6,-0.002405285512219217,-0.44310377465308204,FOV2,0.6785368110321017,0.721195152832565,2457950.640909089
793,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:19:22.221,6,-0.002401814758571593,-0.44310189079792583,FOV2,0.6785360856471396,0.7211960435223608,2457950.6409652815
794,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:19:27.076,6,-0.002398344008473959,-0.4431000069362353,FOV2,0.6785353602641072,0.7211969342157941,2457950.6410214743
795,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-07-16T03:19:31.931,6,-0.002394873261943671,-0.4430981230679758,FOV2,0.6785346348829784,0.7211978249128883,2457950.641077667
796,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:07:24.404,3,0.0003410521498919541,1.5068997867937295,FOV1,-0.7091433099996275,0.7237725443329364,2457984.0471290504
797,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:07:35.098,3,0.0003322828137773371,1.506899697706317,FOV1,-0.7091419822698302,0.723773581521819,2457984.0472528096
798,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:07:39.953,3,0.000328301148554723,1.50689965721816,FOV1,-0.7091413794109366,0.7237740524775417,2457984.047309002
799,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:07:44.808,3,0.00032431948349130173,1.5068996167058666,FOV1,-0.7091407765451301,0.7237745234496819,2457984.047365194
800,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:07:49.664,3,0.0003203378185898412,1.506899576169393,FOV1,-0.7091401736723822,0.7237749944382686,2457984.0474213865
801,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:07:54.519,3,0.00031635615384844636,1.5068995356087065,FOV1,-0.7091395707926659,0.7237754654433268,2457984.0474775787
802,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:07:59.374,3,0.00031237448926883034,1.506899495023775,FOV1,-0.7091389679059602,0.7237759364648788,2457984.047533771
803,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:08:04.230,3,0.00030839282485115217,1.5068994544145753,FOV1,-0.7091383650122468,0.7237764075029406,2457984.0475899633
804,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:08:09.085,3,0.00030441116059645886,1.5068994137810876,FOV1,-0.7091377621115125,0.7237768785575267,2457984.0476461556
805,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T13:08:13.940,3,0.00030042949650418776,1.506899373123299,FOV1,-0.7091371592037465,0.7237773496286461,2457984.047702348
806,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:03.468,7,-0.004906373449107628,1.506825508450676,FOV2,-0.7083427423300171,0.7244074500821198,2457984.121187398
807,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:09.306,7,-0.004911160710532676,1.5068254214859274,FOV2,-0.7083420063653639,0.7244080423662084,2457984.121254965
808,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:14.162,7,-0.0049151420352984325,1.506825349134935,FOV2,-0.7083413942926374,0.7244085349573207,2457984.1213111575
809,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:19.017,7,-0.004919123359707052,1.506825276759605,FOV2,-0.7083407822127661,0.7244090275649341,2457984.1213673498
810,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:23.872,7,-0.004923104683757212,1.506825204359917,FOV2,-0.7083401701257361,0.7244095201890615,2457984.121423542
811,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:28.728,7,-0.004927086007448253,1.5068251319358572,FOV2,-0.7083395580315373,0.7244100128297123,2457984.1214797343
812,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:33.583,7,-0.0049310673307805695,1.506825059487418,FOV2,-0.708338945930164,0.7244105054868931,2457984.1215359266
813,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:38.438,7,-0.004935048653752396,1.5068249870145958,FOV2,-0.7083383338216137,0.7244109981606056,2457984.121592119
814,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:43.294,7,-0.00493902997636468,1.5068249145173942,FOV2,-0.7083377217058892,0.7244114908508469,2457984.121648311
815,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-08-18T14:54:48.149,7,-0.004943011298616933,1.5068248419958217,FOV2,-0.7083371095829953,0.7244119835576118,2457984.1217045034
816,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:02:46.978,3,0.001371374193871998,0.32830581349367705,FOV1,0.6205046464545374,0.7146991157083314,2458007.2924751514
817,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:02:57.672,3,0.0013798262757628518,0.3283031442173494,FOV1,0.6205075184556859,0.7146959677780597,2458007.2925989125
818,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:03:02.527,3,0.00138366390036243,0.32830193226811855,FOV1,0.6205088224662956,0.7146945384868061,2458007.2926551052
819,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:03:07.383,3,0.001387501529053189,0.32830072033139773,FOV1,0.620510126474001,0.7146931092005491,2458007.292711298
820,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:03:12.238,3,0.0013913391618386825,0.32829950840720346,FOV1,0.6205114304787902,0.7146916799192974,2458007.2927674907
821,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:03:17.093,3,0.0013951767987226307,0.32829829649554404,FOV1,0.6205127344806572,0.7146902506430567,2458007.292823684
822,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:03:21.949,3,0.0013990144397050912,0.32829708459642426,FOV1,0.6205140384795987,0.7146888213718302,2458007.2928798767
823,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:03:26.804,3,0.001402852084785842,0.3282958727098421,FOV1,0.6205153424756168,0.7146873921056167,2458007.2929360694
824,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:03:31.659,3,0.0014066897339627754,0.3282946608357922,FOV1,0.6205166464687158,0.7146859628444127,2458007.292992262
825,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T19:03:36.515,3,0.0014105273872317835,0.32829344897426094,FOV1,0.6205179504589041,0.71468453358821,2458007.2930484554
826,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:49:26.065,1,0.006432639630019524,0.32671922176807366,FOV2,0.6222208921061948,0.7128196486859796,2458007.366534476
827,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:49:31.903,1,0.006437260450375803,0.3267177840190609,FOV2,0.6222224558147194,0.7128179378644348,2458007.3666020446
828,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:49:36.758,1,0.006441103359272414,0.32671658832904293,FOV2,0.622223756269695,0.7128165150655225,2458007.3666582378
829,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:49:41.614,1,0.006444946272186147,0.3267153926514714,FOV2,0.6222250567219861,0.7128150922716375,2458007.366714431
830,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:49:46.469,1,0.006448789189115619,0.3267141969863384,FOV2,0.6222263571715998,0.7128136694827774,2458007.3667706237
831,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:49:51.324,1,0.006452632110056886,0.32671300133363357,FOV2,0.6222276576185426,0.7128122466989326,2458007.366826817
832,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:49:56.180,1,0.006456475035004374,0.32671180569333935,FOV2,0.6222289580628279,0.712810823920094,2458007.36688301
833,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:50:01.035,1,0.00646031796395095,0.3267106100654332,FOV2,0.6222302585044712,0.7128094011462474,2458007.3669392033
834,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:50:05.890,1,0.0064641608968866475,0.326709414449887,FOV2,0.6222315589434929,0.7128079783773759,2458007.366995396
835,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-09-10T20:50:10.746,1,0.006468003833802563,0.3267082188466676,FOV2,0.6222328593799168,0.7128065556134583,2458007.3670515893
836,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:42:39.663,2,0.0027680778035883906,2.205826260215674,FOV1,-0.27253607282831066,0.7130015064474883,2458050.9851765255
837,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:42:50.356,2,0.002763925945299046,2.2058181812190436,FOV1,-0.2725282229079207,0.7130041606697783,2458050.9853002923
838,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:42:55.212,2,0.0027620408590138894,2.2058145129771463,FOV1,-0.2725246586757256,0.7130053657819503,2458050.985356488
839,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:43:00.067,2,0.002760155797981146,2.2058108447221687,FOV1,-0.272521094429804,0.7130065708804693,2458050.9854126833
840,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:43:04.922,2,0.0027582707621441336,2.205807176454139,FOV1,-0.2725175301701764,0.7130077759653277,2458050.985468879
841,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:43:09.778,2,0.0027563857514534646,2.2058035081730845,FOV1,-0.2725139658968629,0.7130089810365171,2458050.985525074
842,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:43:14.633,2,0.002754500765937334,2.2057998398789933,FOV1,-0.2725104016098539,0.7130101860940413,2458050.9855812695
843,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:43:19.489,2,0.0027526158056535494,2.2057961715718335,FOV1,-0.2725068373091269,0.7130113911379088,2458050.985637465
844,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:43:24.344,2,0.002750730870656669,2.205792503251578,FOV1,-0.27250327299466376,0.7130125961681263,2458050.9856936606
845,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T11:43:29.199,2,0.0027488459609944027,2.2057888349182013,FOV1,-0.27249970866644424,0.7130138011847008,2458050.985749856
846,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:18.753,4,0.0003056609169201885,2.2009803866736415,FOV2,-0.2678267082237789,0.7145779120875405,2458051.059238908
847,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:24.591,4,0.00030343457596332515,2.2009759551984818,FOV2,-0.26782240074193997,0.7145793393703989,2458051.0593064786
848,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:29.447,4,0.00030158306780402803,2.2009722697487533,FOV2,-0.2678188184103957,0.7145805263546082,2458051.0593626737
849,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:34.302,4,0.0002997315850624903,2.2009685842861373,FOV2,-0.26781523606520863,0.7145817133248964,2458051.0594188687
850,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:39.157,4,0.00029788012779355047,2.200964898810606,FOV2,-0.2678116537063601,0.7145829002812698,2458051.059475064
851,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:44.013,4,0.00029602869604510815,2.2009612133221337,FOV2,-0.2678080713338314,0.7145840872237361,2458051.059531259
852,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:48.868,4,0.0002941772898620101,2.200957527820699,FOV2,-0.2678044889476072,0.7145852741523001,2458051.0595874544
853,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:53.723,4,0.0002923259092829969,2.200953842306283,FOV2,-0.2678009065476735,0.7145864610669668,2458051.0596436495
854,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T13:29:58.579,4,0.000290474554341535,2.200950156778868,FOV2,-0.26779732413401824,0.7145876479677417,2458051.0596998446
855,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-24T17:42:53.815,6,-0.005370170792000191,2.189368359321401,FOV1,-0.2565338592980007,0.7182283777554449,2458051.235336424
856,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:48:20.202,4,-0.0017282758186165843,1.6911168194490582,FOV1,0.23204157168888212,0.7118470911297504,2458058.239034136
857,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:48:30.895,4,-0.0017243104384572013,1.6911086078036455,FOV1,0.2320494071748184,0.7118443554391629,2458058.239157902
858,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:48:35.751,4,-0.0017225099411933027,1.6911048793733003,FOV1,0.23205296480876442,0.711843113291619,2458058.239214097
859,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:48:40.606,4,-0.0017207094191762004,1.6911011509547649,FOV1,0.23205652242877073,0.7118418711295023,2458058.2392702927
860,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:48:45.461,4,-0.001718908872452853,1.6910974225480135,FOV1,0.23206008003485382,0.7118406289528065,2458058.2393264878
861,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:48:50.317,4,-0.0017171083010768774,1.6910936941530221,FOV1,0.2320636376270316,0.7118393867615264,2458058.2393826833
862,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:48:55.172,4,-0.001715307705105388,1.6910899657697616,FOV1,0.23206719520532518,0.7118381445556561,2458058.2394388784
863,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:49:00.027,4,-0.00171350708458812,1.6910862373982078,FOV1,0.23207075276975053,0.7118369023351894,2458058.2394950734
864,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T17:49:04.882,4,-0.00171170643949409,1.6910825090383796,FOV1,0.2320743103202964,0.7118356601001307,2458058.239551269
865,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T19:34:59.258,4,0.0006660843971280638,1.686213228981743,FOV2,0.2367182478979904,0.7101974776955797,2458058.313096743
866,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T19:35:05.096,4,0.0006682884675399185,1.6862087646563213,FOV2,0.236722503557006,0.7101959612451934,2458058.3131643143
867,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T19:35:09.951,4,0.0006701215092078732,1.6862050519139262,FOV2,0.2367260427597385,0.7101947000736853,2458058.31322051
868,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2017-10-31T19:35:14.807,4,0.0006719545752310493,1.6862013391833925,FOV2,0.23672958194853153,0.7101934388878228,2458058.313276706
