,Target,ra[rad],dec[rad],ra[h:m:s],dec[d:m:s],ObservationTimeAtGaia[UTC],CcdRow[1-7],zetaFieldAngle[rad],scanAngle[rad],Fov[FovP=preceding/FovF=following],parallaxFactorAlongScan,parallaxFactorAcrossScan,ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
70,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2014-11-23T13:54:32.628,4,0.00044376499145238474,2.151993122691058,FOV2,0.278239700543786,0.7059921184071346,2456985.076794722
71,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2014-11-23T13:54:37.484,4,0.0004456900340088237,2.151989407796329,FOV2,0.2782432683111876,0.7059908668776822,2456985.076850919
72,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2014-11-23T13:54:42.339,4,0.00044761510269612694,2.1519856929150114,FOV2,0.2782468360644296,0.705989615334515,2456985.0769071165
73,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2014-11-23T13:54:47.194,4,0.00044954019745884594,2.1519819780470737,FOV2,0.27825040380353416,0.7059883637776239,2456985.0769633134
74,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2014-11-23T13:54:52.050,4,0.0004514653182391451,2.151978263192488,FOV2,0.27825397152852177,0.7059871122070015,2456985.077019511
75,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2014-11-23T13:54:56.905,4,0.0004533904650417504,2.1519745483512596,FOV2,0.2782575392393873,0.7059858606226496,2456985.0770757077
76,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2014-11-23T13:55:01.760,4,0.00045531563792700926,2.151970833523417,FOV2,0.2782611069361114,0.7059846090245766,2456985.0771319047
77,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:33:47.335,3,0.002102456532150319,-2.2549387750036107,FOV2,-0.610718409794057,0.6986444189396905,2457027.272427385
78,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:33:53.173,3,0.002097596568802803,-2.2549402312200555,FOV2,-0.6107168465510587,0.6986461188503822,2457027.272494961
79,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:33:58.029,3,0.002093554785623748,-2.254941442297237,FOV2,-0.6107155464773624,0.6986475325869136,2457027.2725511603
80,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:34:02.884,3,0.0020895130065582503,-2.254942653388079,FOV2,-0.6107142464010014,0.6986489463289891,2457027.2726073596
81,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:34:07.739,3,0.0020854712316084926,-2.254943864492594,FOV2,-0.6107129463219653,0.6986503600766166,2457027.272663559
82,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:34:12.595,3,0.0020814294607775998,-2.25494507561079,FOV2,-0.61071164624025,0.698651773829801,2457027.272719758
83,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:34:17.450,3,0.002077387694067254,-2.2549462867426677,FOV2,-0.6107103461558532,0.6986531875885423,2457027.2727759574
84,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:34:22.305,3,0.002073345931475391,-2.2549474978882253,FOV2,-0.6107090460687776,0.698654601352839,2457027.2728321566
85,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:34:27.161,3,0.0020693041730005307,-2.254948709047452,FOV2,-0.6107077459790294,0.6986560151226843,2457027.2728883564
86,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-04T18:34:32.016,3,0.002065262418638469,-2.254949920220332,FOV2,-0.61070644588662,0.6986574288980704,2457027.2729445556
87,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:00.104,1,0.004426394747458906,2.8454688420775716,FOV1,0.6923067307487863,0.7034432133922368,2457049.695531541
88,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:10.798,1,0.004435660412484739,2.8454690152579376,FOV1,0.6923079041375567,0.7034423112804082,2457049.695655317
89,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:15.653,1,0.004439867432292071,2.845469093932407,FOV1,0.692308436896296,0.7034419017106037,2457049.695711517
90,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:20.508,1,0.00444407445153994,2.845469172633747,FOV1,0.6923089696477992,0.7034414921587979,2457049.6957677165
91,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:25.364,1,0.004448281470227523,2.845469251361984,FOV1,0.6923095023920468,0.7034410826250108,2457049.6958239162
92,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:30.219,1,0.0044524884883550735,2.8454693301171416,FOV1,0.692310035129023,0.7034406731092578,2457049.695880116
93,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:35.074,1,0.004456695505919948,2.8454694088992363,FOV1,0.6923105678587159,0.7034402636115505,2457049.6959363157
94,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:39.930,1,0.00446090252292413,2.8454694877082782,FOV1,0.6923111005811183,0.703439854131896,2457049.6959925154
95,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:44.785,1,0.004465109539364767,2.8454695665442733,FOV1,0.6923116332962262,0.7034394446702988,2457049.696048715
96,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-01-27T04:41:49.640,1,0.004469316555242413,2.8454696454072197,FOV1,0.6923121660040414,0.7034390352267572,2457049.696104915
97,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:01.930,4,0.0007441184879896902,-1.493378720927088,FOV2,-0.655838843831756,0.7042518539392015,2457081.0039026467
98,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:07.768,4,0.0007397626949381742,-1.4933762624220963,FOV2,-0.6558397816705358,0.7042507257166776,2457081.0039702225
99,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:12.623,4,0.000736140196088144,-1.4933742178146434,FOV2,-0.6558405616260577,0.7042497874347022,2457081.0040264223
100,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:17.479,4,0.000732517693311872,-1.493372173214335,FOV2,-0.6558413415834127,0.7042488491564817,2457081.0040826215
101,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:22.334,4,0.0007288951865844566,-1.4933701286212135,FOV2,-0.6558421215425702,0.7042479108820446,2457081.004138821
102,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:27.189,4,0.0007252726758831907,-1.4933680840353176,FOV2,-0.655842901503503,0.7042469726114148,2457081.0041950205
103,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:32.045,4,0.0007216501611904746,-1.4933660394566812,FOV2,-0.6558436814661887,0.7042460343446156,2457081.00425122
104,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:36.900,4,0.0007180276424894521,-1.493363994885331,FOV2,-0.6558444614306065,0.7042450960816647,2457081.0043074195
105,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-02-27T12:02:41.755,4,0.0007144051197674397,-1.4933619503212918,FOV2,-0.6558452413967406,0.7042441578225777,2457081.004363619
106,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:51:19.842,7,-0.007068486910622556,-1.9693898532767102,FOV1,0.35724692312145084,0.70751820567223,2457124.915245148
107,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:51:30.535,7,-0.00706571179355235,-1.9693813511909406,FOV1,0.3572425145119689,0.7075199529265108,2457124.9153689216
108,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:51:35.391,7,-0.007064451784203922,-1.9693774908639061,FOV1,0.35724051280440433,0.7075207462499464,2457124.91542512
109,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:51:40.246,7,-0.007063191785049115,-1.9693736305337288,FOV1,0.35723851109410354,0.7075215395689592,2457124.9154813187
110,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:51:45.102,7,-0.0070619317961186775,-1.9693697702003976,FOV1,0.35723650938105783,0.7075223328835519,2457124.915537517
111,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:51:49.957,7,-0.007060671817439548,-1.9693659098639047,FOV1,0.35723450766526205,0.7075231261937293,2457124.915593716
112,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:51:54.813,7,-0.0070594118490329965,-1.9693620495242432,FOV1,0.3572325059467113,0.7075239194994923,2457124.9156499146
113,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:51:59.668,7,-0.007058151890914782,-1.9693581891814085,FOV1,0.35723050422540187,0.7075247128008427,2457124.915706113
114,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:52:04.523,7,-0.007056891943095117,-1.969354328835396,FOV1,0.3572285025013318,0.7075255060977826,2457124.915762312
115,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T09:52:09.379,7,-0.007055632005579599,-1.9693504684862058,FOV1,0.35722650077450036,0.707526299390312,2457124.91581851
116,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:51:34.326,4,-0.0015596714672436547,-1.9521744567382386,FOV1,0.34830908318918913,0.7110056025371565,2457125.1654197923
117,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:51:45.020,4,-0.001556995615466265,-1.952165924562879,FOV1,0.3483046479237335,0.7110073058143405,2457125.165543564
118,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:51:49.875,4,-0.0015557806766724486,-1.9521620505740906,FOV1,0.3483026341132507,0.7110080791700315,2457125.1655997615
119,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:51:54.730,4,-0.0015545657479207992,-1.9521581765823102,FOV1,0.3483006203000706,0.7110088525211751,2457125.1656559594
120,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:51:59.586,4,-0.0015533508292545292,-1.9521543025875217,FOV1,0.348298606484183,0.7110096258677756,2457125.1657121573
121,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:52:04.441,4,-0.0015521359207127318,-1.9521504285897153,FOV1,0.34829659266558,0.7110103992098374,2457125.165768355
122,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:52:09.296,4,-0.0015509210223276567,-1.9521465545888796,FOV1,0.34829457884425397,0.7110111725473639,2457125.165824553
123,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:52:14.152,4,-0.0015497061341271264,-1.9521426805850062,FOV1,0.34829256502019884,0.7110119458803587,2457125.1658807504
124,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T15:52:19.007,4,-0.0015484912561333436,-1.9521388065780878,FOV1,0.34829055119340924,0.7110127192088235,2457125.1659369483
125,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T17:38:13.404,5,3.282751174425525e-05,-1.9470661556511406,FOV2,0.3456526487693763,0.7120209055041243,2457125.23948526
126,target,3.443839488191353,-1.052579239493871,13:09:16.192,-60:18:30.053,2015-04-12T17:38:19.243,5,3.4272435368416286e-05,-1.9470614927228083,FOV2,0.34565022302623777,0.7120218281963211,2457125.2395528336
